species,phyloname.x,Order.x,Family.x,Bodymass,Age_at_first_breeding,Max_longevity,Name_update.helps.later.,Traded,Cites_name,Listing,Trade_since_2000,Trade_since_2015
Cossypha anomala,Cossypha anomala,PASSERIFORMES,Muscicapidae,24.5,1.144208007,10.1,COME BACK,0,Cossypha anomala,Not Listed,0,0
Cyanocompsa cyanoides,Cyanocompsa cyanoides,PASSERIFORMES,Cardinalidae,32.5,1.144208007,9.97001009,Cyanoloxia cyanoides,0,Cyanocompsa cyanoides,Not Listed,0,0
Dendroica coronata,Dendroica coronata,PASSERIFORMES,Parulidae,11.94,0.997628697,10,Setophaga coronata,0,Dendroica coronata,Not Listed,0,0
Dendroica dominica,Dendroica dominica,PASSERIFORMES,Parulidae,9.69,1.008358835,6.396126673,Setophaga dominica,0,Dendroica dominica,Not Listed,0,0
Dendroica petechia,Dendroica petechia,PASSERIFORMES,Parulidae,10.22,0.999452355,10.92,Setophaga petechia,0,Dendroica petechia,Not Listed,0,0
Dicaeum aeruginosum,Dicaeum aeruginosum,PASSERIFORMES,Dicaeidae,10,1.025092466,6.271923868,HAS since been lumped with D. agile,0,Dicaeum aeruginosum,Not Listed,0,0
Epinecrophylla fjeldsaai,Epinecrophylla fjeldsaai,PASSERIFORMES,Thamnophilidae,9.25,0.951078533,6.776045872,COME BACK,0,Epinecrophylla fjeldsaai,Not Listed,0,0
Erithacus akahige,Erithacus akahige,PASSERIFORMES,Muscicapidae,17,1.144208007,9.97001009,COME BACK,0,Erithacus akahige,Not Listed,0,0
Erithacus komadori,Erithacus komadori,PASSERIFORMES,Muscicapidae,23.9,1.144208007,9.97001009,COME BACK,0,Erithacus komadori,Not Listed,0,0
Estrilda melanotis,Estrilda melanotis,PASSERIFORMES,Estrildidae,6.51,1.144208007,9.97001009,THESE TWO NOW LUMPED TOGETHER AS C. melanotis,0,Estrilda melanotis,Not Listed,0,0
Formicivora littoralis,Formicivora littoralis,PASSERIFORMES,Thamnophilidae,13.18,1.160036522,8.084653658,COME BACK,0,Formicivora littoralis,Not Listed,0,0
Gypsophila crispifrons,Gypsophila crispifrons,PASSERIFORMES,Pellorneidae,27,1.144208007,9.97001009,Turdinus crispifrons,0,Gypsophila crispifrons,Not Listed,0,0
Hirundo daurica,Hirundo daurica,PASSERIFORMES,Hirundinidae,22.2,1,7.88625,Cecropis daurica,0,Hirundo daurica,Not Listed,0,0
Hirundo domicola,Hirundo domicola,PASSERIFORMES,Hirundinidae,16.7,0.998419131,7.083333333,Hirundo javanica,0,Hirundo domicola,Not Listed,0,0
Hirundo fuligula,Hirundo fuligula,PASSERIFORMES,Hirundinidae,21.1,1,6.75,Ptyonoprogne fuligula,0,Hirundo fuligula,Not Listed,0,0
Hylexetastes brigidai,Hylexetastes brigidai,PASSERIFORMES,Furnariidae,112.3566667,1.911727271,12.16962548,Both now listed as H. perotii,0,Hylexetastes brigidai,Not Listed,0,0
Hylexetastes uniformis,Hylexetastes uniformis,PASSERIFORMES,Furnariidae,112.3566667,1.911727271,12.16962548,Both now listed as H. perotii,0,Hylexetastes uniformis,Not Listed,0,0
Hylophilus ochraceiceps,Hylophilus ochraceiceps,PASSERIFORMES,Vireonidae,11.6,1.144208007,9.97001009,COME BACK,0,Hylophilus ochraceiceps,Not Listed,0,0
Hypsipetes virescens,Hypsipetes virescens,PASSERIFORMES,Pycnonotidae,52.39,1.144208007,6.166666667,Ixos virescens,0,Hypsipetes virescens,Not Listed,0,0
Ixos everetti,Ixos everetti,PASSERIFORMES,Pycnonotidae,58.3,1.144208007,9.97001009,Hypsipetes everetti,0,Ixos everetti,Not Listed,0,0
Jabouilleia danjoui,Jabouilleia danjoui,PASSERIFORMES,Pellorneidae,35.5,1.144208007,9.97001009,Rimator danjoui,0,Jabouilleia danjoui,Not Listed,0,0
Lagonosticta landanae,Lagonosticta landanae,PASSERIFORMES,Estrildidae,10.13,0.948140114,6.849833983,"No longer a species, now lumped with L. rubricata",0,Lagonosticta landanae,Not Listed,0,0
Lamprotornis elisabeth,Lamprotornis elisabeth,PASSERIFORMES,Sturnidae,73.1,1.516821526,16.75140143,"No longer a species, lumped with L. chloropterus",0,Lamprotornis elisabeth,Not Listed,0,0
Lanius marwitzi,Lanius marwitzi,PASSERIFORMES,Laniidae,36.44,1.088315869,7.178938771,"No longer a species, now lumped with L. collaris",0,Lanius marwitzi,Not Listed,0,0
Lichmera limbata,Lichmera limbata,PASSERIFORMES,Meliphagidae,10.59,1.120207423,13.2,"No longer a species, lumped with L. limbata",0,Lichmera limbata,Not Listed,0,0
Lonchura bicolor,Lonchura bicolor,PASSERIFORMES,Estrildidae,9.9,1.144208007,9.97001009,Spermestes bicolor,1,Lonchura bicolor,Not Listed,1,0
Lonchura nigerrima,Lonchura nigerrima,PASSERIFORMES,Estrildidae,13.27,0.909768372,6.796250862,"No longer a species, now lumped with L. hunsteini",0,Lonchura nigerrima,Not Listed,0,0
Lonchura nigriceps,Lonchura nigriceps,PASSERIFORMES,Estrildidae,9.9,1.144208007,9.97001009,Spermestes bicolor,0,Lonchura nigriceps,Not Listed,0,0
Luscinia pectoralis,Luscinia pectoralis,PASSERIFORMES,Muscicapidae,23.27,1,9.97001009,Calliope pectoralis,0,Luscinia pectoralis,Not Listed,0,0
Macronous flavicollis,Macronous flavicollis,PASSERIFORMES,Timaliidae,20,1.144208007,4.083333333,Mixornis flavicollis,0,Macronous flavicollis,Not Listed,0,0
Malurus grayi,Malurus grayi,PASSERIFORMES,Maluridae,12.47,1.007450105,7.193266142,Chenorhamphus grayi,0,Malurus grayi,Not Listed,0,0
Megalurus timoriensis,Megalurus timoriensis,PASSERIFORMES,Locustellidae,21.55,1.144208007,6.423877327,COME BACK,0,Megalurus timoriensis,Not Listed,0,0
Melanocharis crassirostris,Melanocharis crassirostris,PASSERIFORMES,Melanocharitidae,18,1.144208007,9.97001009,COME BACK,0,Melanocharis crassirostris,Not Listed,0,0
Meliphaga albilineata,Meliphaga albilineata,PASSERIFORMES,Meliphagidae,23.69,1.144208007,15.9,Microptilotis albilineatus,0,Meliphaga albilineata,Not Listed,0,0
Meliphaga gracilis,Meliphaga gracilis,PASSERIFORMES,Meliphagidae,14.98,1.144208007,15.9,Microptilotis gracilis,0,Meliphaga gracilis,Not Listed,0,0
Melopyrrha nigra,Melopyrrha nigra,PASSERIFORMES,Thraupidae,14.88,1.144208007,15.58333333,COME BACK,0,Melopyrrha nigra,Not Listed,0,0
Mirafra cantillans,Mirafra cantillans,PASSERIFORMES,Alaudidae,20.845,1.130671832,8.468331545,Lumped with M javanica (should be traded),0,Mirafra cantillans,Not Listed,0,0
Monarcha barbatus,Monarcha barbatus,PASSERIFORMES,Monarchidae,21,1.144208007,11.00547645,Symposiachrus barbatus,0,Monarcha barbatus,Not Listed,0,0
Monarcha erythrostictus,Monarcha erythrostictus,PASSERIFORMES,Monarchidae,26.79,1.234582835,6.583477492,Lumped with M castaneiventris,0,Monarcha erythrostictus,Not Listed,0,0
Monarcha verticalis,Monarcha verticalis,PASSERIFORMES,Monarchidae,21.7,1.144208007,11.00547645,Symposiachrus verticalis,0,Monarcha verticalis,Not Listed,0,0
Myrmeciza exsul,Myrmeciza exsul,PASSERIFORMES,Thamnophilidae,26.5,1.144208007,10.7,COME BACK,0,Myrmeciza exsul,Not Listed,0,0
Myrmeciza ferruginea,Myrmeciza ferruginea,PASSERIFORMES,Thamnophilidae,26.1,1.327148562,8.561680126,Myrmoderus ferrugineus,0,Myrmeciza ferruginea,Not Listed,0,0
Myrmeciza immaculata,Myrmeciza immaculata,PASSERIFORMES,Thamnophilidae,47.1,1.144208007,9.97001009,Hafferia immaculata,0,Myrmeciza immaculata,Not Listed,0,0
Myrmeciza laemosticta,Myrmeciza laemosticta,PASSERIFORMES,Thamnophilidae,25,1.230073842,9.375431758,Sipia laemosticta,0,Myrmeciza laemosticta,Not Listed,0,0
Myrmotherula fluminensis,Myrmotherula fluminensis,PASSERIFORMES,Thamnophilidae,9,0.908074814,6.770755578,Lumped with M luctuosa (which is LC),0,Myrmotherula fluminensis,Not Listed,0,0
Nectarinia afra,Nectarinia afra,PASSERIFORMES,Nectariniidae,11.1,1.144208007,10.69166667,Cinnyris afer,0,Nectarinia afra,Not Listed,0,0
Nectarinia habessinica,Nectarinia habessinica,PASSERIFORMES,Nectariniidae,9.5,1.144208007,10.69166667,Cinnyris habessinicus,0,Nectarinia habessinica,Not Listed,0,0
Nectarinia jugularis,Nectarinia jugularis,PASSERIFORMES,Nectariniidae,8.99,1.144208007,9.845833335,Cinnyris jugularis,0,Nectarinia jugularis,Not Listed,0,0
Nectarinia manoensis,Nectarinia manoensis,PASSERIFORMES,Nectariniidae,9.48,1.144208007,10.69166667,Cinnyris manoensis,0,Nectarinia manoensis,Not Listed,0,0
Nectarinia mediocris,Nectarinia mediocris,PASSERIFORMES,Nectariniidae,8.19,1.144208007,8.395833335,Cinnyris mediocris,0,Nectarinia mediocris,Not Listed,0,0
Nectarinia notata,Nectarinia notata,PASSERIFORMES,Nectariniidae,14.57,1.144208007,10.69166667,Cinnyris notatus,0,Nectarinia notata,Not Listed,0,0
Nectarinia pulchella,Nectarinia pulchella,PASSERIFORMES,Nectariniidae,7.03,1.144208007,8.179166669,Cinnyris pulchellus,0,Nectarinia pulchella,Not Listed,0,0
Nectarinia sperata,Nectarinia sperata,PASSERIFORMES,Nectariniidae,6.4,1.144208007,4.5,Leptocoma sperata,0,Nectarinia sperata,Not Listed,0,0
Nesillas longicaudata,Nesillas longicaudata,PASSERIFORMES,Acrocephalidae,19.44,1.252326377,8.682872874,Lumped with N typica ,0,Nesillas longicaudata,Not Listed,0,0
Nothura chacoensis,Nothura chacoensis,STRUTHIONIFORMES,Tinamidae,257.48,1.620051945,7.101409163,Lumped with N maculosa (should be traded),0,Nothura chacoensis,Not Listed,0,0
Oenanthe heuglini,Oenanthe bottae,PASSERIFORMES,Muscicapidae,19.9,0.999328388,8.033333333,Oenanthe heuglinii,0,Oenanthe heuglini,Not Listed,0,0
Oenanthe lugentoides,Oenanthe lugentoides,PASSERIFORMES,Muscicapidae,23.515,0.997254288,7.56953795,Lumped with O lugens,0,Oenanthe lugentoides,Not Listed,0,0
Paradoxornis brunneus,Paradoxornis brunneus,PASSERIFORMES,Sylviidae,20.73,1,7,Sinosuthora brunnea,0,Paradoxornis brunneus,Not Listed,0,0
Paradoxornis ruficeps,Paradoxornis ruficeps,PASSERIFORMES,Sylviidae,32,1.144208007,5.791666667,Psittiparus ruficeps,0,Paradoxornis ruficeps,Not Listed,0,0
Parotia helenae,Parotia helenae,PASSERIFORMES,Paradisaeidae,160.2,2.066884675,15.21238241,Lumped with P lawesii (should be traded),0,Parotia helenae,Listed,0,0
Parula pitiayumi,Parula pitiayumi,PASSERIFORMES,Parulidae,6.82,0.999695581,8.1898,Setophaga pitiayumi,0,Parula pitiayumi,Not Listed,0,0
Parus leucomelas,Parus leucomelas,PASSERIFORMES,Paridae,16.1,1.144208007,8,Melaniparus leucomelas,0,Parus leucomelas,Not Listed,0,0
Parus lugubris,Parus lugubris,PASSERIFORMES,Paridae,15.8,0.999829981,10.417,Poecile lugubris,0,Parus lugubris,Not Listed,0,0
Parus montanus,Parus montanus,PASSERIFORMES,Paridae,11.1,1,11.33,Poecile montanus,0,Parus montanus,Not Listed,0,0
Parus rufiventris,Parus rufiventris,PASSERIFORMES,Paridae,18.2,1.144208007,8,Melaniparus rufiventris,0,Parus rufiventris,Not Listed,0,0
Parus varius,Parus varius,PASSERIFORMES,Paridae,17,1.144208007,9.97001009,COME BACK,0,Parus varius,Not Listed,0,0
Phaeothlypis rivularis,Phaeothlypis rivularis,PASSERIFORMES,Parulidae,13.5,1.144208007,9.97001009,COME BACK,0,Phaeothlypis rivularis,Not Listed,0,0
Phalacrocorax atriceps,Phalacrocorax atriceps,SULIFORMES,Phalacrocoracidae,2000,3.033064966,17.49146675,Leucocarbo atriceps,0,Phalacrocorax atriceps,Not Listed,0,0
Phalacrocorax verrucosus,Phalacrocorax atriceps,SULIFORMES,Phalacrocoracidae,2000,3.033064966,17.49146675,Leucocarbo verrucosus,0,Phalacrocorax verrucosus,Not Listed,0,0
Philemon novaeguineae,Philemon novaeguineae,PASSERIFORMES,Meliphagidae,127.82,1.567131875,11.43925111,Lumoed in with P buceroides,0,Philemon novaeguineae,Not Listed,0,0
Phylloscopus makirensis,Phylloscopus makirensis,PASSERIFORMES,Phylloscopidae,10,1.048365049,7.168977648,Lumped to P poliocephalus,0,Phylloscopus makirensis,Not Listed,0,0
Pitta erythrogaster,Pitta erythrogaster,PASSERIFORMES,Pittidae,72.39,1.144208007,9.97001009,Pitta erythrogaster,0,Pitta erythrogaster,Not Listed,0,0
Pitta guajana,Pitta guajana,PASSERIFORMES,Pittidae,81.5,1.255705906,10.02372973,Hydrornis guajanus,1,Pitta guajana,Listed,1,0
Platysteira castanea,Platysteira castanea,PASSERIFORMES,Platysteiridae,14.09,2.5,9.97001009,Dyaphorophyia castanea,0,Platysteira castanea,Not Listed,0,0
Platysteira concreta,Platysteira concreta,PASSERIFORMES,Platysteiridae,11.4,2.5,9.97001009,Dyaphorophyia concreta,0,Platysteira concreta,Not Listed,0,0
Polioptila clementsi,Polioptila clementsi,PASSERIFORMES,Polioptilidae,5.78,0.925487065,5.693994433,Now lumped with P clementsi which is LC,0,Polioptila clementsi,Not Listed,0,0
Poospiza torquata,Poospiza torquata,PASSERIFORMES,Thraupidae,11,1.144208007,9.97001009,Microspingus torquatus,0,Poospiza torquata,Not Listed,0,0
Prinia burnesii,Prinia burnesii,PASSERIFORMES,Pellorneidae,9.68,1.144208007,9.97001009,Laticilla burnesii,0,Prinia burnesii,Not Listed,0,0
Prunella fagani,Prunella fagani,PASSERIFORMES,Prunellidae,22.2,1.041699759,11.16845205,Lumped with P ocularis now (which is LC),0,Prunella fagani,Not Listed,0,0
Pseudoalcippe abyssinica,Pseudoalcippe abyssinica,PASSERIFORMES,Sylviidae,18.8,1,9.06021875,COME BACK,0,Pseudoalcippe abyssinica,Not Listed,0,0
Pycnonotus atriceps,Pycnonotus atriceps,PASSERIFORMES,Pycnonotidae,25.5,2,11.78,COME BACK,0,Pycnonotus atriceps,Not Listed,0,0
Ramphastos citrolaemus,Ramphastos vitellinus,PICIFORMES,Ramphastidae,360.36,1.290036931,15.87955864,COME BACK,0,Ramphastos citrolaemus,Not Listed,0,0
Remiz macronyx,Remiz macronyx,PASSERIFORMES,Remizidae,9.3,1.186644072,8.157321474,Has been lumped with R pendlinus,0,Remiz macronyx,Not Listed,0,0
Rhinomyias brunneatus,Rhinomyias brunneatus,PASSERIFORMES,Muscicapidae,18.1,1.144208007,5.244444444,COME BACK,0,Rhinomyias brunneatus,Not Listed,0,0
Rhinomyias oscillans,Rhinomyias oscillans,PASSERIFORMES,Muscicapidae,23.93,1.144208007,5.244444444,Cyornis oscillans,0,Rhinomyias oscillans,Not Listed,0,0
Sakesphorus bernardi,Sakesphorus bernardi,PASSERIFORMES,Thamnophilidae,34.4,1.144208007,9.97001009,COME BACK,0,Sakesphorus bernardi,Not Listed,0,0
Salpornis spilonotus,Salpornis spilonotus,PASSERIFORMES,Sittidae,14.8,1.144208007,9.97001009,COME BACK,0,Salpornis spilonotus,Not Listed,0,0
Schoutedenapus schoutedeni,Schoutedenapus schoutedeni,CAPRIMULGIFORMES,Apodidae,23.5,1.092630907,8.080842794,Lumped with S myoptilus (which is LC),0,Schoutedenapus schoutedeni,Not Listed,0,0
Scytalopus opaca,Scytalopus canus,PASSERIFORMES,Rhinocryptidae,18.16,1.189922469,9.079163618,COME BACK,0,Scytalopus opaca,Not Listed,0,0
Seicercus grammiceps,Seicercus grammiceps,PASSERIFORMES,Phylloscopidae,5,1,7.702916667,Phylloscopus grammiceps,0,Seicercus grammiceps,Not Listed,0,0
Sericornis virgatus,Sericornis virgatus,PASSERIFORMES,Acanthizidae,17.1,1.755090207,12.54572847,COME BACK,0,Sericornis virgatus,Not Listed,0,0
Serinus estherae,Serinus estherae,PASSERIFORMES,Fringillidae,15.37,1.144208007,9.97001009,COME BACK,0,Serinus estherae,Not Listed,0,0
Serinus gularis,Serinus gularis,PASSERIFORMES,Fringillidae,16,1.144208007,9.97001009,Crithagra gularis,1,Serinus gularis,Not Listed,1,0
Serinus reichardi,Serinus reichardi,PASSERIFORMES,Fringillidae,15.42,1.144208007,9.97001009,Crithagra reichardi,0,Serinus reichardi,Not Listed,0,0
Serinus striolatus,Serinus striolatus,PASSERIFORMES,Fringillidae,22.4,1.053589477,8.677311392,Crithagra striolata,0,Serinus striolatus,Not Listed,0,0
Serinus xanthopygius,Serinus xanthopygius,PASSERIFORMES,Fringillidae,15.37,1.040054808,9.220300142,Crithagra xanthopygia,0,Serinus xanthopygius,Not Listed,0,0
Serpophaga munda,Serpophaga munda,PASSERIFORMES,Tyrannidae,6,0.955732609,6.887621508,Lumped with S subcristata,0,Serpophaga munda,Not Listed,0,0
Sporophila melanops,Sporophila melanops,PASSERIFORMES,Thraupidae,8.6,0.803187899,9.527972155,Lumped with S nigricollis (which is LC) should be traded,0,Sporophila melanops,Not Listed,0,0
Stachyris ambigua,Stachyris ambigua,PASSERIFORMES,Timaliidae,10.15,1.144208007,9.97001009,COME BACK,0,Stachyris ambigua,Not Listed,0,0
Stachyris erythroptera,Stachyris erythroptera,PASSERIFORMES,Timaliidae,12.6,1.144208007,9.97001009,Cyanoderma erythropterum,0,Stachyris erythroptera,Not Listed,0,0
Stachyris rufifrons,Stachyris rufifrons,PASSERIFORMES,Timaliidae,10.15,1.144208007,9.97001009,Cyanoderma rufifrons,0,Stachyris rufifrons,Not Listed,0,0
Sturnus burmannicus,Sturnus burmannicus,PASSERIFORMES,Sturnidae,81.72,1,9.788888889,COME BACK,0,Sturnus burmannicus,Not Listed,0,0
Sturnus contra,Sturnus contra,PASSERIFORMES,Sturnidae,83.99,1.144208007,6.416666667,COME BACK,0,Sturnus contra,Not Listed,0,0
Stymphalornis acutirostris,Stymphalornis acutirostris,PASSERIFORMES,Thamnophilidae,10,1.035457403,16.2,Formicivora acutirostris,0,Stymphalornis acutirostris,Not Listed,0,0
Sylvia althaea,Sylvia althaea,PASSERIFORMES,Sylviidae,12.44666667,1,9,Lumped with S curruca,0,Sylvia althaea,Not Listed,0,0
Sylvia minula,Sylvia minula,PASSERIFORMES,Sylviidae,12.44666667,1,9,Lumped with S curruca,0,Sylvia minula,Not Listed,0,0
Telophorus quadricolor,Telophorus quadricolor,PASSERIFORMES,Malaconotidae,37.12,1.422494315,9.69606398,Lumped with T viridis,0,Telophorus quadricolor,Not Listed,0,0
Tephrodornis gularis,Tephrodornis gularis,PASSERIFORMES,Vangidae,37.8,1.144208007,6.25,COME BACK,0,Tephrodornis gularis,Not Listed,0,0
Thraupis bonariensis,Thraupis bonariensis,PASSERIFORMES,Thraupidae,36,1.144208007,9.97001009,COME BACK (these species also in tangara but already in dataset),0,Thraupis bonariensis,Not Listed,0,0
Thryothorus euophrys,Thryothorus euophrys,PASSERIFORMES,Troglodytidae,30.26,1.144208007,9.97001009,Pheugopedius euophrys,0,Thryothorus euophrys,Not Listed,0,0
Thryothorus modestus,Thryothorus modestus,PASSERIFORMES,Troglodytidae,17.57,1.144208007,9.97001009,Cantorchilus modestus,0,Thryothorus modestus,Not Listed,0,0
Thryothorus rufalbus,Thryothorus rufalbus,PASSERIFORMES,Troglodytidae,24.87,1.180418971,9.141973137,Thryophilus rufalbus,0,Thryothorus rufalbus,Not Listed,0,0
Thryothorus sclateri,Thryothorus sclateri,PASSERIFORMES,Troglodytidae,20,1.144208007,9.97001009,Pheugopedius sclateri,0,Thryothorus sclateri,Not Listed,0,0
Upucerthia jelskii,Upucerthia jelskii,PASSERIFORMES,Furnariidae,36.85,1.420450258,9.87906904,Lumped with U validirostris,0,Upucerthia jelskii,Not Listed,0,0
Xenopipo holochlora,Xenopipo holochlora,PASSERIFORMES,Pipridae,14.9,1.144208007,9.97001009,COME BACK,0,Xenopipo holochlora,Not Listed,0,0
Zoothera imbricata,Zoothera imbricata,PASSERIFORMES,Turdidae,134.13,1,4.78094195,Lumped with Z aurea (which is LC) (SHOULD BE TRADED MAJOR),0,Zoothera imbricata,Not Listed,0,0
Zoothera piaggiae,Zoothera piaggiae,PASSERIFORMES,Turdidae,51.1,1.486217361,7.77062127,Geokichla piaggiae,0,Zoothera piaggiae,Not Listed,0,0
Zosterops montanus,Zosterops montanus,PASSERIFORMES,Zosteropidae,11.29,1.023653492,8.849836314,Lumped with Z japonicus (should be traded),1,Zosterops montanus,Not Listed,0,0
Zosterops salvadorii,Zosterops salvadorii,PASSERIFORMES,Zosteropidae,8.6,0.999452355,7.628817748,Lumped with Z simplez (traded major!),0,Zosterops salvadorii,Not Listed,0,0
Alophoixus finschii,Alophoixus finschii,PASSERIFORMES,Pycnonotidae,24.2,1.114148705,6.414628984,Iole finschii,0,Alophoixus finschii,Not Listed,0,0
Chlorocharis emiliae,Chlorocharis emiliae,PASSERIFORMES,Zosteropidae,13.9,1.028756001,7.324578702,Zosterops emiliae,0,Chlorocharis emiliae,Not Listed,0,0
Claravis geoffroyi,Claravis godefrida,COLUMBIFORMES,Columbidae,43.47,1.363063338,12.12162943,Paraclaravis geoffroyi,1,Claravis geoffroyi,Not Listed,0,0
Claravis mondetoura,Claravis mondetoura,COLUMBIFORMES,Columbidae,89.69,1.434221143,11.2154728,Paraclaravis mondetoura,0,Claravis mondetoura,Not Listed,0,0
Hylatomus galeatus,Dryocopus galeatus,PICIFORMES,Picidae,124,0.97636739,11.17361604,Celeus galeatus,0,Hylatomus galeatus,Not Listed,0,0
Gallinula angulata,Gallinula angulata,GRUIFORMES,Rallidae,129.98,1.116908116,14.52324458,Paragallinula angulata,1,Gallinula angulata,Not Listed,0,0
Gallinula melanops,Gallinula melanops,GRUIFORMES,Rallidae,191,1.098777204,15.2657062,Porphyriops melanops,0,Gallinula melanops,Not Listed,0,0
Hirundo fuliginosa,Hirundo fuliginosa,PASSERIFORMES,Hirundinidae,17.6,1.029688843,9.352727386,Ptyonoprogne fuligula,0,Hirundo fuliginosa,Not Listed,0,0
Hypsipetes thompsoni,Hypsipetes thompsoni,PASSERIFORMES,Pycnonotidae,41.8,1.412329169,11.39498671,Hypsipetes thompsoni,0,Hypsipetes thompsoni,Not Listed,0,0
Myiomela albiventris,Myiomela albiventris,PASSERIFORMES,Muscicapidae,38.46,1.251745707,9.055731343,Sholicola albiventris,0,Myiomela albiventris,Not Listed,0,0
Myiomela major,Myiomela major,PASSERIFORMES,Muscicapidae,38.46,1.251745707,9.102266986,Sholicola major,0,Myiomela major,Not Listed,0,0
Nyctibius bracteatus,Nyctibius bracteatus,CAPRIMULGIFORMES,Nyctibiidae,51.65,1.324959398,9.392646696,Phyllaemulor bracteatus,0,Nyctibius bracteatus,Not Listed,0,0
Pycnonotus cyaniventris,Pycnonotus cyaniventris,PASSERIFORMES,Pycnonotidae,22,1.108462638,11.24976408,Ixidia cyaniventris,1,Pycnonotus cyaniventris,Not Listed,0,0
Pycnonotus erythropthalmos,Pycnonotus erythropthalmos,PASSERIFORMES,Pycnonotidae,19.2,1.091532776,10.62250789,Ixidia erythropthalmos,1,Pycnonotus erythropthalmos,Not Listed,0,0
Pycnonotus hualon,Pycnonotus hualon,PASSERIFORMES,Pycnonotidae,37,1.296124757,13.2811521,Nok hualon,0,Pycnonotus hualon,Not Listed,0,0
Pycnonotus leucogrammicus,Pycnonotus leucogrammicus,PASSERIFORMES,Pycnonotidae,33.46,1.271239503,15.47,Hemixos leucogrammicus,1,Pycnonotus leucogrammicus,Not Listed,0,0
Pycnonotus squamatus,Pycnonotus squamatus,PASSERIFORMES,Pycnonotidae,22,1.152223694,15.89,Ixidia squamata,1,Pycnonotus squamatus,Not Listed,0,0
Pycnonotus striatus,Pycnonotus striatus,PASSERIFORMES,Pycnonotidae,51.96,1.229055868,13.2871318,Alcurus striatus,1,Pycnonotus striatus,Not Listed,0,0
Strophocincla fairbanki,Strophocincla fairbanki,PASSERIFORMES,Leiotrichidae,45.5,1.144208007,4.25,Montecincla fairbanki,0,Strophocincla fairbanki,Not Listed,0,0
Suiriri islerorum,Suiriri islerorum,PASSERIFORMES,Tyrannidae,22.8,1.131729768,8.308395268,Lumped to Suiriri affinis,0,Suiriri islerorum,Not Listed,0,0
Pycnonotus melanicterus,Pycnonotus melanicterus,PASSERIFORMES,Pycnonotidae,29.3,1.12828301,11.85343811,Rubigula melanictera,1,Pycnonotus melanicterus,Not Listed,0,0
Basileuterus chrysogaster,Basileuterus chrysogaster,PASSERIFORMES,Parulidae,13.21039049,1.144208007,9.97001009,Myiothlypis,0,Basileuterus chrysogaster,Not Listed,0,0
Geranoaetus polyosoma,Buteo polyosoma,ACCIPITRIFORMES,Accipitridae,1939.975935,3.000410734,24.25,Geranoaetus polyosoma,1,Buteo polyosoma,Listed,1,1
Cacicus chrysonotus,Cacicus chrysonotus,PASSERIFORMES,Icteridae,109.1767024,1.144208007,9.97001009,Cacicus chrysonotus,0,Cacicus chrysonotus,Not Listed,0,0
Calyptophilus frugivorus,Calyptophilus frugivorus,PASSERIFORMES,Calyptophilidae,35.17698605,1.144208007,9.97001009,Calyptophilus frugivorus,0,Calyptophilus frugivorus,Not Listed,0,0
Chlorostilbon notatus,Chlorestes notata,CAPRIMULGIFORMES,Trochilidae,3.475026289,1.326323413,10.94572817,Chlorostilbon notatus,1,Chlorostilbon notatus,Listed,1,1
Dacnis lineata,Dacnis lineata,PASSERIFORMES,Thraupidae,9.034544403,1.144208007,9.97001009,Dacnis lineata,1,Dacnis lineata,Not Listed,0,0
Formicarius analis,Formicarius analis,PASSERIFORMES,Formicariidae,60.77103324,1.144208007,9.97001009,Formicarius analis,0,Formicarius analis,Not Listed,0,0
Foudia rubra,Foudia rubra,PASSERIFORMES,Ploceidae,17.62315847,1.144208007,9.97001009,Foudia rubra,0,Foudia rubra,Not Listed,0,0
Gerygone magnirostris,Gerygone magnirostris,PASSERIFORMES,Acanthizidae,7.828338264,1.144208007,11.93053122,Gerygone magnirostris,0,Gerygone magnirostris,Not Listed,0,0
Buteogallus coronatus,Harpyhaliaetus coronatus,ACCIPITRIFORMES,Accipitridae,2846.621243,2.249452355,13.5,Buteogallus coronatus,1,Buteogallus coronatus,Listed,1,0
Hemispingus melanotis,Hemispingus melanotis,PASSERIFORMES,Thraupidae,17.82843708,1.144208007,9.97001009,Sphenopsis melanotis,0,Hemispingus melanotis,Not Listed,0,0
Hyloctistes subulatus,Hyloctistes subulatus,PASSERIFORMES,Furnariidae,38.24547496,1.144208007,9.97001009,COME BACK,0,Hyloctistes subulatus,Not Listed,0,0
Lagonosticta rhodopareia,Lagonosticta rhodopareia,PASSERIFORMES,Estrildidae,10.80855669,1,5.833333333,Lagonosticta rhodopareia,1,Lagonosticta rhodopareia,Not Listed,0,0
Laniisoma elegans,Laniisoma elegans,PASSERIFORMES,Tityridae,40.76752552,1.144208007,9.97001009,Laniisoma elegans,0,Laniisoma elegans,Not Listed,0,0
Buteogallus schistaceus,Leucopternis schistaceus,ACCIPITRIFORMES,Accipitridae,990.2273455,2.249452355,13.5,Buteogallus schistaceus,1,Buteogallus schistaceus,Listed,1,0
Myzomela eques,Myzomela eques,PASSERIFORMES,Meliphagidae,11.9281991,1.144208007,9.850228312,Myzomela eques,0,Myzomela eques,Not Listed,0,0
Tyto almae,Tyto sororcula,STRIGIFORMES,Tytonidae,493.9011743,0.999726178,23.13888889,Tyto almae,0,Tyto almae,Not Listed,0,0
Onychognathus morio,Onychognathus morio,PASSERIFORMES,Sturnidae,107.1083808,1.144208007,9.97001009,Onychognathus morio,1,Onychognathus morio,Not Listed,0,0
